,answer
3917,"10월에는 스팩을 제외한 24곳이 일반 청약을 진행하고 있는데, 스팩을 제외한 나머지 한 곳은 23곳입니다."
3918,QRT와 밀리의 책 공모시장 수요예측은 미래에셋증권이 대표주관사로 참여하여 진행되었습니다.
3919,골프존커머스는 2015년에 설립되었습니다.
3920,저스템이 코스닥 상장에 도전장을 내밀고 있습니다.
3921,"SK케미칼 285130의 금융분석 차트 상세 내역은 다양한 금융정보 제공 사이트나 증권사의 온라인 플랫폼에서 확인할 수 있습니다. 대표적으로는 키움증권, 삼성증권, NH투자증권, 이베스트투자증권 등의 증권사에서 제공하는 온라인 플랫폼을 통해 차트와 상세 내역을 확인할 수 있습니다. 또한, 네이버 금융, 에프앤가이드, 한국거래소(KRX) 등의 금융정보 제공 사이트에서도 차트와 상세 내역을 확인할 수 있습니다."
3922,"산도리가 일반 청약에 돌입한 날은 18일부터 19일이며, 골프존커머스가 상장을 철회한 날은 알려진 바에 따르면 13일입니다."
3923,산돌과 저스템입니다.
3924,"OSPOSP가 코스닥 골프존커머스에 입성한 계기는 주로 기관투자자들의 수요예측에 기인합니다. 기관투자자들은 주식을 매수하기 전에 해당 기업의 성장 가능성과 수익성을 예측하고 평가하기 위해 수요예측을 실시합니다. OSPOSP는 최근 실시한 기관투자자 수요예측에서 경쟁률이 높게 나와 공모가가 확정되었고, 이를 통해 코스닥 골프존커머스에 입성하게 되었습니다."
3925,"삼성스팩 7호는 삼성그룹의 자회사인 삼성전자와 함께 운영되는 스페셜 패키지 회사입니다. 이 회사는 기업 인수합병(M&A) 등을 통해 삼성그룹의 자회사를 상장시키는 목적으로 설립되었습니다.

대신밸런스스팩 13호는 대신증권이 운용하는 스페셜 패키지 회사입니다. 이 회사는 기업 인수합병(M&A) 등을 통해 운영중인 기업을 상장시키는 목적으로 설립되었습니다."
3926,2015년 설립된 스타트업의 이름은 FINTEL입니다.
3927,플라스맵 퍼스트데이 퓨처 7000원 유료청약은 플라스맵 주식을 7000원에 구매하는 것을 의미합니다. 이는 플라스맵의 주식을 미리 구매하여 나중에 주식이 상승할 경우 이익을 얻을 수 있는 기회를 제공하는 것입니다. 유료청약은 일반적으로 기업이 신규 주식 발행 시 자사 주주나 특정 투자자에게 제공하는 기회입니다.
3928,핀텔은 코스닥시장에 상장하였습니다.
3929,OSP의 10월 공모주 중 일반청약이 진행되고 있는 주체는 대신증권입니다.
3930,"RP바이오는 실제로 코스닥 상장을 한 기업이며, 이는 가상의 예시로 사용한 것입니다. 따라서 RP바이오가 실제로 공모주로 상장한 기업은 아닙니다. 따라서 이 문장에서 언급한 IPO의 이름은 없습니다. 중소형 IPO주로 자금이 몰리는 경향은 일반적인 경향이지만, 특정한 IPO를 가리키는 것은 아닙니다."
3931,오픈엣지테크놀로지는 15일에 공모를 진행하였습니다.
3932,핀텔의 수요예측을 실시한 날은 기사에서 언급되지 않았습니다.
3933,"샤페론이 비교기업의 반기별 실적을 반영해 공모일정을 1주일 늦춘 것은 기업가치 산정을 위해 더 정확한 정보를 확보하기 위해서입니다. 이를 통해 투자자들에게 더 정확한 정보를 제공하고, 공모에 대한 신뢰도를 높이기 위한 조치입니다."
3934,"미국의 9월 고용지표는 미국 경제의 건강 상태와 미국 연준의 향후 금리 인상 가능성을 가늠할 수 있는 중요한 지표입니다. 이번 주 미국 고용지표 발표는 시장 참여자들이 주목하는 이벤트 중 하나입니다. 고용지표는 실업률, 비농업 부문 고용 증가 혹은 감소, 시간당 평균 임금 등을 포함하고 있습니다. 이 지표들은 경제의 건강 상태와 인플레이션 압력을 가늠하는 데 도움을 줍니다. 따라서, 이번 주 미국 고용지표 발표는 연준의 향후 통화 정책 방향성을 가늠하는 데 중요한 척도가 될 것으로 예상됩니다."
3935,탑머티리얼즈는 2차전지 소재 기업입니다.
3936,SK증권 8호 공모청약한 회사는 SK증권입니다.
3937,"카카오뱅크는 금융업 종목으로 분류됩니다. 따라서 증권 분야는 금융 서비스와 관련된 분야입니다. 카카오뱅크는 은행 업무를 주로 수행하며, 예금, 대출, 투자상품 등 다양한 금융 서비스를 제공합니다."
3938,기사에는 탑머티리얼즈의 일반 청약에 국내외 기관이 참여했다고 언급되어 있습니다. 따라서 탑머티리얼즈의 경우 국내외 기관이 일반 청약에 참여한 것으로 보입니다. 그 외의 기관들에 대한 정보는 기사에 언급되지 않았습니다.
3939,동물사료 및 조제식품을 제조하는 기업은 OSP입니다.
3940,한국투자가 156억원을 어디에 투자했는지에 대한 정보는 제공되지 않았습니다. 추가적인 정보가 없어서 정확한 답변을 드리기 어렵습니다.
3941,"네, 맞습니다. 에스비비테크는 유일하게 수입에 의존하던 하모닉 감속기를 국산화하여 성공한 기업 중 하나입니다. 이러한 성과가 기관투자자들의 관심을 끌었고, 이에 따라 코스닥 상장을 위한 기관 수요예측에서도 성공을 거두었습니다."
3942,"탑머티리얼즈와 OSP에스비테크 샤페론 등 4개사가 이번 주에 일반 청약을 진행한다는 것은 이들 기업이 새로운 주식을 발행하여 일반 투자자들에게 판매한다는 의미입니다. 이러한 일반 청약은 기업의 자금 조달을 위해 이루어지는데, 일반 투자자들은 이를 통해 해당 기업의 주식을 구매할 수 있습니다. 일반 청약은 일반 투자자들을 대상으로 하며, 기관 투자자들을 대상으로 한 전문 청약과는 구분됩니다."
3943,KB스타리츠가 유가증권시장에 진출하는 날은 3일입니다.
3944,플라스맵이 기관투자자 수요예측 일정을 연기한 것은 플라스맵 자체의 일입니다.
3945,OSP는 유기농 반려동물 사료 전문 제조업체입니다.
3946,OSP의 일반 청약은 다음달 4일부터 5일까지 양일간 진행됩니다.
3947,739만 11010주입니다.
3948,탑머티리얼즈가 기관투자자 수요예측을 진행한 날짜는 기사에서 명시되어 있지 않습니다.
3949,탑머티리얼즈의 최종 공모가는 3만원입니다.
3950,"탑머티리얼즈는 4분기 상장을 위한 기업공개(IPO) 절차를 준비 중입니다. 상장 2차전지 업체들의 공모가 성공적으로 마무리됨에 따라 탑머티리얼즈는 10월 증시 진입을 목표로 공모절차를 준비 중이며, 증권사 예비심사를 통과할 것으로 예상됩니다."
3951,WCPP와 WCP는 같은 회사를 가리키는 것으로 보입니다. 따라서 WCPP의 몸값을 자랑하는 것은 WCP의 몸값을 자랑하는 것과 같습니다. 이는 한국타이어 자회사 모델솔루션이 기관투자자들 앞에서 수십억 몸값을 자랑한다는 의미입니다.
3952,모델솔루션과 이노룰스가 일반 청약을 받은 회사입니다.
3953,WCP의 공모가 밴드는 8만~10만원입니다.
3954,WCP를 시작으로 RP바이오와 썬바이오가 기관수요예측 일정에 돌입했습니다.
3955,선바이오는 2021년 9월에 코스닥시장 상장을 추진하였습니다.
3956,"네, 선바이오는 기관투자자 대상 수요예측에서 히트를 치지 못한 기업입니다."
3957,WCP RP 바이오 선바이오는 KB증권과 신한금융투자 삼성증권에서 일반 청약을 진행합니다. 스팩 2개사에 대해서는 추가 정보가 없어서 정확한 일반 청약 진행지는 알 수 없습니다.
3958,SSG닷컴의 모회사는 이마트입니다.
3959,오픈엣지테크놀로지의 희망 공모가 밴드는 8만~10만원으로 예상됩니다.
3960,WPCP의 공모가는 6만원입니다.
3961,"WCP의 공모주 투자에 대한 관심이 높아지고 있는 이유는 다음과 같습니다:

1. 성장 가능성: WCP는 이차전지 분리막을 주력사업으로 개발하고 생산하는 기업으로, 이차전지는 전기차와 에너지 저장 시스템 등에 필수적인 요소입니다. 전기차 시장의 급속한 성장과 에너지 저장 시스템의 수요 증가로 인해 WCP의 사업이 성장 가능성이 높다고 판단되어 투자자들의 관심을 끌고 있습니다.

2. 주요 고객사: WCP의 주요 고객사는 삼성SDI로, 삼성SDI는 글로벌 전기차 배터리 시장에서 선두 주자로 알려져 있습니다. 따라서 WCP가 삼성SDI와의 협력을 통해 안정적인 수요를 확보할 수 있다는 점이 투자자들에게 긍정적인 영향을 미치고 있습니다.

3. 설비 증설 및 생산 능력 확보: 이번 공모를 통해 조달된 자금으로 WCP는 국내와 헝가리에 설비를 증설하고, 습식 분리막 생산 능력을 확보할 예정입니다. 이를 통해 WCP는 앞으로 약 200GWh의 배터리를 생산할 수 있는 생산 능력을 갖출 것으로 예상되어, 향후 성장 가능성이 크다고 판단되어 투자자들의 관심을 끌고 있습니다.

4. 상장 후 시가총액 예상: WCP의 상장 후 시가총액은 약 2조 7200억 원에서 3조 4000억 원으로 예상되고 있습니다. 이는 공모주 투자에 대한 수요가 높아질 수 있는 요인 중 하나입니다.

이러한 이유들로 인해 WCP의 공모주 투자에 대한 관심이 높아지고 있습니다."
3962,"WCP의 최대주주이자 이차전지 분리막을 주력 사업으로 개발, 생산하는 회사의 이름은 Wscope Corporation입니다."
3963,"SK증권은 SK달러 채굴업 행사를 개최한다고 밝혔습니다. 이 행사는 SK달러의 실제 채굴업을 체험할 수 있는 이벤트로, 달러를 꾸준히 인수해 투자 성과를 창출하는 내용입니다. 자세한 내용은 SK증권의 공식 홈페이지나 고객센터를 통해 확인하실 수 있습니다."
3964,"소영주의 라이브 주식 상식투자는 매주 목요일 오후 5시 30분에 머니투데이 홈페이지 (http://www.mtn.co.kr) 및 케이블 방송을 통해 생중계로 시청할 수 있습니다. 또한, 방송 종료 후에는 머니투데이 방송 홈페이지 및 유튜브를 통해 시청할 수도 있습니다."
3965,"하나2000원 LP바이오 1일차, 한국13,000원, 한화플러스 3차 SPAC 1일차, 한화2000원 유료청약은 각각 해당 종목들의 공모청약 일정을 나타내는 것으로 보입니다. 이는 해당 종목들의 공모청약 일정과 가격을 나타내는 것이며, 유료청약은 일반적으로 추가적인 혜택을 받을 수 있는 유료 공모청약을 의미합니다. 자세한 내용은 해당 종목들의 공모청약 공시를 참고하시기 바랍니다."
3966,"에어부산의 정식 이름은 ""에어부산 주식회사""입니다."
3967,LP바이오의 대표이사인 김남기는 LP바이오의 설립자입니다.
3968,LP바이오는 15일부터 16일까지 수요예측을 진행할 예정입니다.
3969,"중국 배터리 기업의 경제성장을 이끌게 된 것은 삼성전자의 치킨게임과 IMMPE 김유진 에이블씨엔씨 매각 등과는 관련이 없습니다. 중국 배터리 기업의 경제성장은 주로 중국 정부의 적극적인 지원과 중국 내 수요 증가에 기인합니다. 중국은 전기차 시장에서 선두를 달리고 있으며, 이에 따라 배터리 수요가 크게 증가하고 있습니다. 이러한 배경에서 중국 배터리 기업들은 경제성장을 이끌고 있습니다."
3970,"오픈엣지가 기관 수요예측에서 참패한 이유는 투자자들이 기업의 가치를 낮게 평가했기 때문입니다. 수요예측에 참여한 기관투자자들 중 대다수가 희망밴드 하단인 가격을 제시했고, 의무보유약정 비중도 낮았습니다. 이는 오픈엣지의 가치에 대한 의문이 있음을 보여주는 것입니다. 또한, 오픈엣지가 공모가를 희망밴드 하단으로 설정하고 공모주식수를 줄인 것도 투자자들의 기업에 대한 관심과 수요가 낮다는 신호입니다. 이러한 이유로 오픈엣지는 기관 수요예측에서 참패하게 되었습니다."
